k2,k_2,k3,k_3,k4,k5,k_5,k6,deg_ratio,k7,k_7,k8,k_8,k9,k_9,k10,k11,k_11,k12,k13,k_13,k14,k15,k_15,k16,k17b,k18a,k18b,k19,k20,k21,k_21,k22,k23,k24,k25a,k25b,k26,k27,k28,k29,totalSTAT,RJ,SHP2,PPX,PPN,vl_loc
0.00045164,0.00061028,3.7608,0.0026859,0.0021548,0.039214,0.016066,0.14365,5.8182,0.0097447,0.0051647,1.9349,1.3709,5.66E-05,8.8384,0.013881,0.0023795,0.070556,0.00015757,3.56E-07,0.047043,0.33419,0.00028954,0.0024058,0.21153,0.043049,0.00019883,87.517,0.0054524,0.17566,0.0030328,0.0016482,0.00012558,0.0011984,4.44E-05,0.69263,14355,0.00024513,0.00011386,0.7245,0.0062758,307.83,0.15622,7.5053,131.5,45.351,15720
0.0023696,0.24187,0.060311,15.328,8.46E-05,0.037642,62.254,0.12137,2.0949,0.00014917,12.231,0.20215,0.0020306,0.057078,0.0052161,0.09754,0.00012892,0.034912,0.01647,1.62E-05,0.0074601,0.0012929,0.0016176,0.0061464,7.73E-05,1.084,0.13978,592.8,0.0085788,0.00048229,0.0010692,6.4181,0.014315,0.04316,0.00026915,0.074552,15.058,0.00037207,0.0040278,0.0022976,0.00040095,152.46,228.23,658.46,32.779,3207.8,9300
0.00011968,0.00011954,0.014368,0.0023393,0.012951,0.00056313,0.74261,0.43477,11.759,9.33E-05,1.71,0.00023899,2.3244,0.0052194,0.19158,0.0042608,0.001196,1.071,0.0018433,3.74E-07,8.8694,0.0032853,0.0025767,3.2999,0.001757,0.0040566,0.15935,5639.4,4.82E-05,0.041594,0.020177,0.1893,5.08E-06,0.00061394,0.016713,0.053241,326.2,2.13E-05,0.030646,0.0053019,0.00034431,37144,23.239,20.507,4458.9,0.72277,6120
4.34E-05,0.00019437,0.20633,0.311,0.192,0.00016057,0.057855,3.1774,12.971,0.083823,33.962,0.00064237,0.13584,0.0074277,9.6352,0.14685,6.45E-05,0.0092518,0.2859,1.27E-06,1.9806,0.0017518,1.13E-05,0.04636,0.013738,0.0025193,0.00014746,21562,0.012279,0.00029637,0.056423,1.5824,3.40E-05,3.70E-05,0.0037074,0.17582,20783,0.0001516,0.0002476,0.0046421,0.0040404,233.18,40.335,1697.8,22.619,2.5677,3720
0.00082346,0.0029834,0.098112,1.0844,0.00021663,0.00014002,0.043122,0.028549,9.0097,0.049467,6.2441,0.53748,0.014203,5.38E-05,0.0071756,0.015912,0.0027182,5.497,0.010299,9.50E-07,1.8754,0.017787,0.0004628,1.2867,0.42585,0.0012923,0.071556,3658.7,3.18E-05,0.23168,0.23089,0.0036716,0.0082826,0.0027348,0.0036185,0.049334,3732.3,1.70E-05,2.37E-05,0.81769,0.0046812,26.836,713.1,1.2252,1104.5,17.087,7380
1.12E-05,0.00026386,0.51853,0.11185,0.0054026,0.15483,0.038116,0.0135,4.3714,0.1498,0.14648,0.60485,1.2462,0.0016857,0.35453,0.0014279,2.74E-05,0.0272,0.0053352,2.74E-07,0.01226,0.025532,0.01066,0.036979,0.0025579,4.7955,0.00036514,3601.9,2.90E-05,0.0080608,0.00404,0.0010559,0.0018228,0.0014901,0.0011074,0.0015307,975.67,6.49E-05,0.0017888,0.46082,0.00010989,15.651,293.41,3.3498,143.39,2561.3,2460
0.00034703,0.035787,0.16594,0.11905,0.4296,0.0034392,0.22861,0.051166,15.3,0.11886,43.75,0.00084076,0.086847,0.052854,0.4654,0.051126,0.0041128,1.1399,0.00069067,2.03E-08,3.8922,0.0040362,0.015071,1.3534,0.0026705,1.1073,0.21111,10.493,0.00057783,0.00066569,0.035444,0.12937,0.024446,0.00011909,0.0048864,0.13577,182.73,0.0022153,1.52E-05,0.00087155,0.0002838,5286.9,1.7794,7.9637,120.29,716.83,10920
0.00013612,0.00071225,2.4018,0.057506,0.31052,0.00013565,0.44313,0.0069774,2.5562,0.012748,4.3387,0.0050365,0.0035508,0.0019236,0.12926,0.010087,0.00011716,0.010085,0.00042094,1.61E-06,1.0475,0.08289,0.079139,0.0052498,0.0014694,0.2886,0.025321,4164.1,2.55E-05,0.14333,0.023093,0.014582,0.020646,1.12E-05,0.00318,0.10384,355.91,0.00064779,2.72E-05,0.14287,0.16242,172.11,38.962,919.48,0.85057,1.6194,10260
0.0046606,0.29445,0.00074479,1.1727,0.00014087,0.10763,0.18548,0.054899,12.119,0.0085425,0.0072057,0.023078,0.0040337,0.0056848,0.017014,6.85E-05,0.001428,0.6372,0.080001,1.95E-06,0.0023029,0.071247,4.29E-05,4.1226,0.0089619,0.037769,0.0014099,21.358,0.0052568,0.00074328,0.38449,0.0066,0.002824,0.00044315,0.0017632,0.00092166,2547.1,0.0073375,0.024016,0.10932,0.00017783,1365.4,347.65,578.01,56.458,80.517,5100
2.53E-06,0.038071,2.4686,10.303,0.32455,0.033877,0.024425,3.8328,1.3781,0.0076717,0.0084497,0.031434,3.1076,0.0019419,0.0076308,0.0020118,0.0011642,1.7224,0.19115,6.83E-09,0.086687,0.0021669,0.0088286,0.010401,0.020738,0.051086,0.086206,15095,0.017172,0.0079314,1.1295,0.023279,0.026585,5.22E-05,1.25E-05,0.026875,732.76,1.49E-05,2.42E-05,0.00013433,0.0012775,74240,120.58,3.9647,15.733,494.74,15060
0.0022978,0.401,0.082409,0.047739,0.16975,0.00049231,0.31506,0.029235,6.5855,0.051804,0.04374,1.3465,0.021781,0.0004231,9.1378,0.0020449,0.0049267,1.0354,0.00021668,3.32E-06,0.021106,0.0096948,0.00023865,0.074257,0.33864,4.812,0.15795,28.476,1.59E-05,0.00046742,0.29577,0.0062084,0.0047445,0.00021953,0.022282,0.93804,13050,0.047434,3.68E-05,0.064348,0.0014077,524.83,737.14,3.6583,400.97,108.7,2340
1.48E-05,0.00023115,0.0030778,1.1356,0.0045492,0.0017537,0.081775,0.31006,20.924,0.093341,0.056641,0.0089843,0.12411,0.0044398,2.7022,0.00066607,0.032932,0.38932,0.00089114,1.85E-08,5.9444,0.0021148,0.0030483,0.42227,0.006222,0.0010374,0.010688,1406.5,0.037654,0.00059038,0.15498,0.0058012,0.011284,0.00027124,0.011716,0.14373,13.716,1.17E-05,0.016224,0.00086465,0.00084655,11316,735.64,111.82,2122.5,2.6437,12000
0.00015373,0.03096,0.021076,7.1722,0.064236,0.00051124,0.034584,4.1954,12.745,0.078227,0.010709,0.0019765,8.7911,7.37E-05,5.5614,0.0018466,1.81E-05,0.02708,0.02012,5.41E-09,0.07425,0.21287,1.14E-05,0.0029934,0.34443,1.526,0.00020222,8.9303,0.00026694,0.00035491,0.0030957,0.90596,0.0047059,2.98E-05,0.023053,0.010079,27178,0.00042973,0.0098189,0.4596,0.26326,448.06,6.9125,5434.1,1300.7,6.9284,8340
0.0026966,0.0039482,0.059617,0.031249,0.0049468,0.51756,0.020314,0.019875,17.067,9.80E-05,14.987,0.016147,0.091631,3.26E-05,0.025997,0.003044,0.00092143,0.01263,3.89E-05,7.37E-06,0.13935,0.001948,0.066179,0.25406,0.00045794,4.4441,0.037483,238.07,7.17E-05,0.4106,0.003445,2.8308,0.00090503,5.53E-05,1.51E-05,0.70455,9769.8,6.51E-05,8.06E-06,0.64784,0.081524,2143.2,185.22,19.772,6.0697,3577.6,8040
0.00057187,0.0023511,0.0012964,0.46416,8.54E-05,0.00026554,0.22601,0.016565,2.7998,0.014733,2.2926,0.0019942,0.0037329,1.62E-05,0.041267,0.045218,0.047264,0.79854,0.0034598,2.12E-09,0.11647,0.0035323,0.063449,10.324,0.044538,1.1675,0.0012095,32919,0.00094494,0.05575,0.079852,0.0011994,0.0050023,1.59E-05,0.039202,0.011007,4.9659,0.00045148,3.15E-05,0.29527,0.16051,1722.8,964.78,3.8052,108.44,400.28,6720
0.00053631,0.00052629,0.0057623,1.4376,0.030704,0.016652,0.025353,0.44462,2.4244,0.0002349,0.0090871,0.0010762,0.0062312,2.17E-05,0.0047223,0.01769,3.13E-05,0.075914,3.62E-05,7.80E-09,0.085643,0.0071891,0.00010814,4.8708,0.13042,0.078892,0.005826,6.0136,0.0099652,0.0013144,1.3066,0.60212,0.00070929,5.58E-05,0.0074221,0.34798,16.592,0.027873,0.0043441,0.35744,0.0017145,61862,597.04,6285.1,200.94,338.05,7080
2.48E-05,0.11969,0.31516,1.7317,0.00023501,0.015845,0.061785,17.911,9.4626,0.00017849,0.094671,0.47115,0.0081053,0.043495,1.7588,0.093854,0.0038531,5.9528,0.03158,4.58E-09,0.045608,0.051753,0.002913,2.2129,0.17193,0.054171,0.21674,1382.6,0.00019925,0.0065817,0.0025562,5.5204,0.0010017,0.0040375,0.010136,0.067326,5.7063,1.02E-05,1.98E-05,0.17994,0.0011338,15.255,25.808,52.919,38.518,30.774,4980
0.00060688,0.32769,0.26108,0.017931,0.1766,0.034268,3.4913,1.775,2.9522,0.0037899,0.0071467,0.00022045,0.0017199,0.0029534,0.0050621,0.062816,9.64E-05,10.71,3.09E-05,1.67E-06,0.068976,0.19249,0.0079613,5.3855,0.0008202,0.07837,0.0010006,19.777,0.0010487,0.004399,0.0034599,0.23655,0.0013899,1.09E-05,0.00095522,0.35385,876.64,4.42E-05,0.0008282,0.015505,0.034138,157.84,166.9,1071.5,16.729,3681.5,5460
0.00055555,0.00019916,1.4852,0.48123,0.072449,0.010823,0.13487,5.5124,1.8879,9.48E-05,4.2156,0.0198,0.047717,0.0024219,5.363,0.0096024,0.0066462,0.043143,0.00040596,3.20E-08,17.177,0.44633,0.0028014,0.45408,0.00085898,0.016803,0.00067088,11619,1.74E-05,0.0022524,0.011065,0.0099742,0.0095962,0.012131,0.023007,0.0077154,565.61,1.83E-05,0.030289,0.062583,0.0027201,17114,0.21994,8509.5,3102.3,11.235,9540
0.0049494,0.0011303,0.10425,0.10255,0.00010798,0.0010272,63.509,0.0053142,1.5607,0.00624,0.090733,0.019305,0.0017798,1.00E-05,0.023572,0.014119,0.0025421,17.065,0.00025693,6.94E-07,0.0055192,0.0037281,0.00037048,13.141,0.19661,0.17835,0.010537,474.69,0.017044,0.034453,0.022791,0.0013492,0.00010256,0.0016278,0.00095363,0.53283,714.22,0.00021984,8.55E-05,0.0022519,0.00057248,24516,102.44,2.2881,15.519,67.505,19380
7.80E-07,0.040063,0.010176,0.0095639,0.18335,0.0001322,17.788,0.5544,7.3508,0.00022091,3.8993,0.6223,0.0028466,0.0054924,0.23541,0.00141,1.58E-05,0.42685,0.26032,5.94E-06,0.0036802,0.0078897,0.0088234,0.0082564,0.12414,1.3396,0.58656,4024.9,0.0013106,0.35819,0.13164,0.041609,0.00013991,0.0014308,0.0002603,0.33638,32171,0.00010874,0.0018001,0.25644,0.0062215,2200.7,317.14,1.0248,891.55,0.70759,6960
0.00063798,0.0064087,0.051938,0.0074107,0.00054821,0.00018121,3.153,2.6872,27.89,0.01818,14.027,1.6285,0.0012946,3.07E-05,0.034262,7.80E-05,0.019784,0.0051105,9.00E-05,6.29E-07,0.020257,0.38833,0.0039318,0.0059607,0.011148,2.1856,0.041,8.2233,0.052835,0.55034,0.00035666,0.67903,0.00047706,0.023969,1.29E-05,0.050821,77.902,0.00098295,9.46E-06,0.22564,0.13685,5919.3,201.88,5375.4,1.9013,866.43,2040
0.001038,0.00020871,0.27837,0.19449,0.050951,0.11474,7.188,2.3246,72.674,8.54E-05,21.444,0.0041825,1.8176,0.00098248,0.063968,0.00011217,1.62E-05,0.018719,0.074531,3.44E-09,0.88786,0.020538,0.010272,1.6497,0.0044322,0.0024255,0.00026093,203.11,0.04838,0.0061605,0.0026522,3.9592,0.0098935,0.0016357,1.59E-05,0.0012277,23.608,0.01594,0.018102,0.019469,0.00077996,77.198,50.977,125.41,854.38,2.5178,720
0.003246,0.00063172,0.15499,0.079791,0.00066996,0.07568,1.1171,1.4738,59.949,0.49445,1.529,0.0089168,0.0030986,0.02422,1.3072,0.0051528,0.012325,4.623,0.027604,7.94E-08,6.4443,0.0054308,5.29E-05,0.0024812,0.46226,0.0012097,0.13177,60.518,6.36E-05,0.10073,0.04644,0.0065218,0.03469,0.00085133,0.0049685,0.11051,60.463,0.0008975,2.00E-05,0.39136,0.057265,39.682,10.31,538.32,1.3207,121.3,1380
0.0028405,0.010155,0.0053695,0.060418,0.12921,0.070912,23.099,0.083675,1.8636,0.022349,11.144,0.045141,0.94153,0.015582,0.002302,0.13106,0.00064786,0.089321,0.014523,2.57E-09,0.17295,0.00045875,0.00026154,1.6036,7.26E-05,0.0014375,0.0015405,635.72,0.002895,0.0069447,1.4812,1.898,0.0036359,3.97E-05,0.013785,0.85434,366.12,0.0051487,7.06E-06,0.020685,0.00017935,4279.2,24.804,42.146,254.24,185.31,5460
0.0007279,0.386,0.54765,0.0034878,0.052845,0.0023607,2.5427,0.040437,7.6501,0.00098862,5.2055,0.0026873,0.23811,0.025469,0.50331,0.037789,2.12E-05,5.0535,0.058193,1.28E-05,4.6968,0.00053427,0.0012512,0.5662,0.0065612,0.013081,0.020347,262.49,0.053628,0.00079752,0.00066712,3.0941,0.0016048,0.0040278,0.0022841,0.092795,36372,0.00079046,0.0036011,0.00010179,0.044578,34.247,115.34,164.2,1259.2,0.91633,4860
0.00053119,0.30886,0.060266,19.049,0.31237,9.69E-05,0.023235,0.0071398,37.844,8.82E-05,0.55265,0.70844,0.44351,5.04E-05,0.0091684,0.24107,0.0011202,0.0054553,0.1638,2.55E-07,0.22507,0.00012487,0.06109,0.03764,5.68E-05,0.019991,0.00090265,15818,9.30E-05,0.001576,0.0055235,7.5954,0.0068519,1.50E-05,6.96E-06,0.00024182,320.95,0.0013471,0.0034348,0.00084752,0.45127,27342,486.04,328.85,19.448,1.956,2220
0.00054649,0.011967,0.18965,0.12788,0.02571,0.0049083,0.021974,0.03782,2.6441,9.32E-05,0.03521,0.51268,0.0037014,0.077712,9.6691,0.00018152,0.001793,7.7338,0.0098964,1.57E-06,0.051079,0.062086,0.00041212,0.3915,0.038132,0.0016534,0.00093455,12.281,0.00012322,0.0059754,0.0060217,0.023376,0.023675,0.046881,3.39E-05,0.0050539,593.14,1.44E-05,3.07E-05,0.28295,0.23929,76.166,13.235,18.227,1708.6,219.73,3540
8.52E-05,0.0020345,0.13196,2.7889,0.00011431,0.00066495,0.12041,17.266,1.4962,0.025264,0.34037,0.00023015,0.002577,1.11E-05,0.97001,0.059197,1.53E-05,4.0813,0.18584,1.64E-05,0.10078,0.091832,3.16E-05,0.011925,0.0090894,2.1879,0.00038645,5.993,0.00020627,0.74228,0.32063,0.023389,0.00045954,0.012614,0.019163,0.0059352,1348.9,0.0024414,7.52E-06,0.0028176,0.00047768,77097,11.514,112.18,57.459,3593.3,9660
0.00012434,0.0022314,0.00056089,0.017645,0.013077,0.0098548,0.33872,0.94512,2.0272,9.05E-05,0.40128,0.00053709,3.6735,1.01E-05,7.1301,0.072865,0.0049856,0.18259,0.1591,1.69E-07,0.013162,0.021302,0.021835,13.164,0.0001314,0.020011,0.00013463,3686,0.00053994,0.041592,0.025775,0.013164,4.13E-05,0.028424,0.00045294,0.0013258,83.657,0.00010191,1.30E-05,0.007119,0.0001283,30.81,7.6194,490.64,58.146,52.362,11280
4.11E-05,0.24393,0.003861,0.10369,0.23135,0.00010178,0.11092,12.714,9.8045,0.078026,44.57,0.00032478,0.008041,0.0047606,0.12696,0.26347,1.48E-05,0.0038799,0.27914,1.12E-08,0.096015,0.0967,4.24E-05,8.8419,0.0095037,3.3795,0.0012027,13370,0.00083226,0.017825,1.4924,2.9846,0.00016771,8.59E-06,0.00051448,0.0060962,438.08,0.00010889,2.36E-05,0.0084398,0.16908,47.922,99.658,189.15,4050.7,13.017,10020
5.26E-05,0.013369,0.0005892,0.0053959,0.0010521,0.00034405,0.57887,10.943,9.3741,5.60E-05,0.0074512,0.04902,0.059865,0.00076293,0.59987,9.64E-05,0.00097021,0.023469,0.0046928,3.92E-06,2.1574,0.00015192,4.05E-05,0.029002,0.017605,0.023395,0.0068552,23.109,2.43E-05,0.010029,0.00044342,0.033819,0.0025712,1.96E-05,0.0025818,0.097479,474.44,0.00075487,0.0008782,0.74519,0.00020843,60.845,539.89,142.08,0.85904,282.99,5220
0.0013509,0.0041388,0.038007,0.20233,0.011347,0.01588,12.571,0.017576,5.0186,0.035306,4.5666,0.058253,0.0028139,1.47E-05,3.2803,0.10122,0.046146,0.31401,0.0068679,4.83E-09,17.148,0.00010571,0.0001891,0.0025528,0.00017627,0.092113,0.00022968,212.78,0.079164,0.00026757,0.00087814,0.019368,0.00018659,1.99E-05,0.0026599,0.00033324,2079,2.06E-05,7.34E-06,0.010068,0.0015354,794.98,52.64,5295.3,47.912,2.919,5760
3.78E-05,0.0028068,0.27715,6.2431,0.44924,0.27514,31.319,0.076054,13.464,0.00031009,9.2813,0.33595,0.0049906,0.01042,0.055359,0.00057374,0.049821,8.7209,0.0011788,2.39E-09,0.0028135,0.00034183,1.48E-05,3.7224,0.22298,0.17521,0.00040135,8.359,0.00076236,0.00013856,0.00081548,0.0011175,0.0040395,0.00022386,0.0036732,0.00062439,864.87,0.0026697,0.00015167,0.015123,0.00018441,35548,8.1065,5467.1,917.08,4.4467,8280
3.06E-06,9.71E-05,0.37001,0.060088,0.0050533,0.0065269,35.82,10.399,11.216,0.0063584,0.1121,0.0090444,0.57052,0.0011638,0.18805,0.073517,0.0037283,0.0098132,0.25192,4.76E-07,6.445,0.00053438,0.0001879,6.0532,0.012945,0.47781,0.018393,600.99,0.00016005,0.0351,0.12177,0.014581,0.00084797,8.78E-05,6.22E-05,0.00022119,28.205,0.0077163,0.003164,0.10209,0.017211,4469.5,1.9572,47.782,11.047,131.02,10320
0.00032381,0.1517,0.99476,0.0078541,0.00059137,0.011678,0.020167,0.42751,79.822,0.48519,0.305,0.028081,5.2772,0.00012675,0.12619,0.029227,0.00016178,0.74943,0.048752,2.81E-09,0.23303,0.0085235,8.18E-05,8.4072,0.00027034,1.057,0.25243,97.306,4.70E-05,0.51885,0.71054,3.0834,2.10E-05,6.80E-05,0.00010836,0.040318,714.39,0.0024283,0.00093681,0.15061,0.0079274,147.87,51.691,118.78,144.34,3476.6,2160
2.87E-05,0.001961,0.037378,0.75626,0.0047967,0.00019983,5.6049,1.174,14.389,0.0052529,0.2334,1.7236,0.0047424,0.00010456,0.11527,0.0028854,0.052076,0.047392,0.15754,1.61E-05,19.65,0.12731,1.13E-05,7.2152,0.12488,0.012,0.016653,4.0066,0.053635,0.0031597,0.21099,0.003373,0.0016335,0.0010846,0.038583,0.0051527,5.3848,0.0034664,3.08E-05,0.0003802,0.89071,23292,1.1444,1.0312,30.847,5.1317,7620
0.0030992,0.00012314,1.9489,0.87217,0.005302,0.28722,9.8416,0.016531,7.7966,0.052115,0.0076797,0.021183,0.030885,0.00013987,0.003785,0.24642,0.00021221,0.0078824,0.019467,1.76E-06,0.01428,0.0086064,0.002306,0.080625,0.44635,0.015511,0.00013518,39439,0.025745,0.0632,0.010487,7.5011,1.66E-05,7.64E-05,0.00049588,0.028122,1614,0.074709,0.00028594,0.38421,0.0057325,6780.5,7.14,1.0865,1.1141,0.91375,16860
0.00043474,0.0006751,0.37087,0.057686,0.0014113,0.0020439,0.040036,3.7861,20.502,0.0092993,0.016307,0.2733,0.0083863,0.00085107,14.362,0.00033544,1.17E-05,0.062211,0.0025792,2.63E-09,4.7548,0.0060248,0.014579,0.21751,0.026789,0.053376,0.028647,211.81,2.15E-05,0.017896,0.17825,1.783,0.010521,0.0092765,8.78E-05,0.093032,5.4806,0.0036424,5.15E-06,0.0011089,0.052981,130.78,995.9,12.728,359.53,3.6132,2040
1.54E-05,0.00021615,1.5676,0.4289,0.019835,0.54162,0.020784,0.029611,88.144,0.015767,42.167,0.014286,0.1025,0.043103,10.625,0.049717,0.098145,4.8325,0.00071966,1.73E-08,0.021266,0.0089806,0.0062768,17.908,5.76E-05,0.49012,0.29872,34.04,1.22E-05,0.0046539,0.00022596,2.0526,0.015591,0.00062598,0.017598,0.0010995,15.662,0.010012,5.92E-05,0.0065719,0.001011,1394.8,26.052,901.27,618.9,541.83,11880
1.47E-05,0.0076015,0.74781,0.0027049,0.0084875,0.36464,4.1106,0.61535,10.804,0.039553,0.99795,0.013298,1.7631,0.0030032,0.043461,0.015036,0.020211,0.015285,0.016531,6.66E-07,0.45595,0.00016687,0.030912,2.6078,0.0015548,0.058642,0.028671,6.8101,0.0021413,0.033022,0.019986,0.0010588,0.00023302,0.00019058,2.80E-05,0.017279,39.103,0.00085703,2.46E-05,0.00035913,0.13938,1012.2,246.14,1.1947,179.34,51.833,10500
6.26E-05,8.92E-05,0.034451,0.029328,0.00022682,0.076898,46.252,29.549,2.0485,0.00027234,0.0084359,0.0027496,0.13846,2.59E-05,5.1323,0.12126,0.0010831,0.29068,0.021512,2.66E-08,15.45,0.083193,0.030203,0.039247,0.0086844,3.336,0.15027,445.32,0.00016479,0.002669,0.00026274,4.5563,0.0012619,0.00042314,0.0029443,0.14576,16803,0.00010731,0.00010518,0.10661,0.00031661,48.062,0.66084,392.62,50.49,203.53,13260
0.00024156,0.00060536,0.02819,6.295,0.10159,0.024512,9.9445,20.499,7.8929,0.1996,0.4367,0.011288,0.025259,0.0019813,4.6721,3.36E-05,0.091127,0.014365,0.0010674,1.43E-07,0.03939,0.00041809,0.043933,0.024041,0.26741,0.0069778,0.010296,966.16,0.00015713,0.0002108,0.584,0.0039606,0.013284,0.0010401,1.20E-05,0.00054814,6.3148,0.063978,6.28E-06,0.00024805,0.0050781,14475,12.822,722.79,4.7725,18.06,9360
1.44E-05,0.0098041,0.42984,4.2698,0.0017621,9.00E-05,57.197,33.306,2.5667,0.00017307,35.203,1.0674,0.0016868,0.0029276,0.39539,0.13179,0.00018227,0.036503,0.16703,7.71E-08,0.36689,0.0022107,0.0006312,12.966,0.12463,0.0043149,0.0013229,14.879,1.22E-05,0.0078144,1.2833,0.020179,0.00051832,2.23E-05,0.009082,0.00082323,22397,0.00099005,0.00014095,0.00018952,0.042852,46.622,5.1212,10.844,589.7,0.60144,6600
0.0005164,0.0028895,0.0049693,3.408,0.0025113,0.44261,0.53363,31.006,26.681,0.00020902,0.26411,0.01706,0.062765,0.020985,0.75064,0.00014616,0.00055609,0.37245,4.75E-05,7.66E-09,0.041666,7.14E-05,5.81E-05,0.0077179,0.22059,3.5994,0.001745,13135,5.12E-05,0.015597,0.0039885,0.010887,0.042246,0.00063701,0.00022488,0.96037,8.1234,0.011944,6.80E-05,0.00021726,0.041526,162.41,18.651,93.842,52.837,5722.8,8460
6.50E-05,0.00030962,0.0084994,0.0047313,0.091369,0.0018162,67.229,0.038889,6.406,0.00057826,0.011066,1.5127,3.8172,1.15E-05,0.031715,0.00028494,0.024608,5.1081,0.0010838,4.88E-09,0.039533,0.001198,0.00014694,0.59857,0.00086963,0.032976,0.29215,539.38,9.22E-05,0.3411,0.032324,8.2664,8.13E-06,6.12E-05,0.00088068,0.19125,10418,0.00010952,3.90E-05,0.75043,0.030356,217.06,12.602,135.17,328.96,129.78,7020
0.0017571,0.00018866,0.0019688,0.30678,0.0075526,0.0019044,1.2366,1.0713,1.9964,0.00065539,11.15,0.080679,0.006097,0.00056935,0.095544,0.17778,0.0071312,0.30238,0.001941,2.67E-07,0.36417,0.012401,2.46E-05,0.0022645,0.25639,0.013476,0.43209,1428.1,0.002468,0.025775,0.010297,0.011596,0.00038723,0.00066645,0.040795,0.44154,11.159,0.0096914,5.39E-06,0.0067899,0.0085001,3323.6,440.23,42.689,0.8085,185.54,2820
0.00030834,0.45636,0.60659,4.7226,0.010113,0.0017214,1.3974,27.894,21.28,0.03824,8.8284,0.0009229,0.0078292,0.00036829,0.015652,0.033577,2.29E-05,0.0021285,0.00066599,1.16E-07,0.24427,0.0013943,0.00027939,0.03454,0.00025592,0.00073885,0.0028849,46.79,0.0030654,0.097847,1.8836,1.044,0.00017789,9.93E-05,6.82E-06,0.0033609,10.661,3.01E-05,7.35E-05,0.10422,0.12713,4895.7,20.044,6.0867,2176.1,3.1969,12060
6.37E-05,0.00090499,0.0038954,0.08823,0.36623,0.031604,1.4172,1.6083,5.1357,0.0086798,0.022811,0.0025785,0.61348,0.00063954,0.055531,0.006422,3.29E-05,3.1939,0.099096,2.08E-08,0.0036334,0.00068167,0.016261,0.0027106,0.036159,0.044308,0.32474,21.035,0.0047983,0.63288,0.0117,0.064932,0.00010599,0.03498,0.020397,0.00058543,46.942,0.00068348,1.93E-05,0.016619,0.0031222,18853,785.77,4364.9,0.7009,46.605,12000
3.35E-05,0.27316,1.6208,0.08318,0.000285,0.001151,1.5737,0.065682,3.1693,0.00024671,0.1936,0.093859,0.50446,7.12E-05,0.021206,0.0054812,0.024652,0.20049,0.055154,1.25E-08,5.551,0.21601,1.53E-05,16.45,0.021559,0.0017596,0.00031845,26508,0.0021149,0.069527,0.00068947,1.0014,0.0086992,0.03829,0.0044571,0.066083,188.72,4.69E-05,6.41E-05,0.00017659,0.0018065,4236.3,116.7,2893.8,91.578,2438.6,6780
0.0001596,0.00017568,0.0049125,3.0672,0.11873,0.0064946,1.0134,0.010236,10.769,0.00048781,0.0067646,0.037386,0.0066342,0.020514,0.51832,0.037618,9.52E-05,0.073123,0.0010072,2.44E-06,5.843,0.0019094,0.00038511,2.3018,0.00019494,0.0062739,0.18122,5.3553,0.014084,0.00010213,0.20039,4.9183,0.00098765,9.84E-06,1.46E-05,0.0033423,58.492,0.001681,5.55E-05,0.3202,0.066612,21.81,290.11,4540.6,389.47,4394.5,10920
0.00038152,0.0069253,2.6457,0.33008,0.014448,0.51914,0.52609,0.020581,4.0943,0.002371,0.013698,0.00085944,0.036058,7.60E-05,0.029653,0.00097891,1.37E-05,0.95529,0.00090791,9.23E-06,0.051777,0.45671,0.0017288,0.072157,0.023068,0.00096516,0.00018435,66.408,1.69E-05,0.00030403,0.11619,0.0011836,1.99E-05,7.42E-05,1.53E-05,0.026443,61.644,0.0016278,0.00068277,0.70211,0.0024004,7619.6,2.4089,73.77,417.29,53.728,13260
0.0023768,0.0050915,0.049734,0.11464,0.013544,0.00817,0.090502,0.353,1.5621,0.00067828,0.11792,1.1405,0.013752,0.0034133,10.803,0.03455,0.00010784,0.83835,0.11235,6.80E-09,12.45,0.04321,0.0065093,2.2532,0.27001,2.2277,0.00050712,1152.3,0.040189,0.00011384,0.023643,0.73006,0.014264,0.00056265,0.00015413,0.18962,28998,0.00011314,0.00010845,0.0059981,0.059484,39969,26.19,85.992,1520.1,361.07,7080
0.00076585,0.00021943,0.02094,1.2082,0.047909,0.23747,50.183,0.050004,50.374,0.00048671,4.9522,0.79022,1.4133,0.020951,0.023752,8.27E-05,0.0022179,0.0036424,0.0035107,5.88E-08,0.05056,0.0018451,1.94E-05,4.2766,0.0023986,0.014304,0.014552,28.136,0.0083945,0.006287,0.0013598,2.0626,0.013366,0.00084138,0.00075683,0.08511,4.4576,0.046041,7.49E-06,0.00093881,0.00094412,60792,73.11,6.8288,48.919,5075.6,2820
0.0005026,0.0029606,0.002622,0.023507,0.06465,0.4631,7.2059,0.0042171,5.1486,0.013672,7.262,0.0029674,0.0011071,3.40E-05,1.4209,0.055782,0.00087504,0.1343,0.073079,1.38E-06,0.019256,0.00086341,0.0015182,15.606,0.0055465,0.001225,0.43213,16516,2.99E-05,0.010109,1.8243,0.44455,3.55E-05,0.0075167,0.003232,0.0074256,5.644,0.0098874,6.56E-06,0.0010074,0.093451,24.041,0.12326,44.853,0.82075,1.1215,11880
